province;city;postal code;latitude;longitude
Luxembourg;Herbeumont;6887;497.823.280.000;52.350.030.000
Luxembourg;Orgeo;6880;498.331.570.000;53.061.010.000
Luxembourg;Jehonville;6880;499.070.020.000;52.005.860.000
Luxembourg;Cugnon;6880;498.002.510.000;52.105.350.000
Luxembourg;Bertrix;6880;498.543.320.000;52.526.720.000
Luxembourg;Auby-sur-Semois;6880;498.158.610.000;51.813.350.000
Luxembourg;Vesqueville;6870;500.055.820.000;53.963.850.000
Luxembourg;Saint-Hubert;6870;500.260.590.000;53.740.980.000
Luxembourg;Mirwart;6870;500.563.300.000;52.634.740.000
Luxembourg;Hatrival;6870;500.059.350.000;53.480.960.000
Luxembourg;Awenne;6870;500.745.420.000;53.064.490.000
Luxembourg;Arville;6870;500.323.300.000;53.164.930.000
Luxembourg;Witry;6860;498.593.940.000;56.120.220.000
Luxembourg;Mellier;6860;497.686.470.000;55.221.000.000
Luxembourg;Léglise;6860;498.010.410.000;55.394.450.000
Luxembourg;Ebly;6860;498.523.930.000;55.409.930.000
Luxembourg;Assenois;6860;498.014.900.000;54.651.680.000
Luxembourg;Fays-les-Veneurs;6856;498.656.300.000;51.615.360.000
Luxembourg;Framont;6853;499.192.920.000;51.603.890.000
Luxembourg;Opont;6852;499.343.620.000;51.180.350.000
Luxembourg;Maissin;6852;499.646.210.000;51.792.660.000
Luxembourg;Nollevaux;6851;498.699.490.000;51.209.660.000
Luxembourg;Paliseul;6850;499.037.330.000;51.350.440.000
Luxembourg;Offagne;6850;498.862.430.000;51.743.320.000
Luxembourg;Carlsbourg;6850;498.946.640.000;50.823.160.000
Luxembourg;Tournay;6840;498.535.770.000;53.980.120.000
Luxembourg;Neufchâteau;6840;498.391.650.000;54.348.810.000
Luxembourg;Longlier;6840;498.546.020.000;54.557.460.000
Luxembourg;Hamipré;6840;498.351.930.000;54.565.820.000
Luxembourg;Grapfontaine;6840;498.216.510.000;54.091.580.000
Luxembourg;Grandvoir;6840;498.583.550.000;53.727.440.000
Luxembourg;Corbion;6838;497.976.820.000;50.065.270.000
Luxembourg;Dohan;6836;497.971.410.000;51.415.940.000
Luxembourg;Bellevaux;6834;498.402.370.000;51.113.620.000
Luxembourg;Vivy;6833;498.668.880.000;50.383.800.000
Luxembourg;Ucimont;6833;498.310.920.000;50.547.350.000
Luxembourg;Sensenruth;6832;498.256.290.000;50.722.370.000
Luxembourg;Noirefontaine;6831;498.203.080.000;50.933.910.000
Luxembourg;Rochehaut;6830;498.401.920.000;50.056.050.000
Luxembourg;Poupehan;6830;498.122.240.000;50.029.000.000
Luxembourg;Les Hayons;6830;498.129.730.000;51.443.700.000
Luxembourg;Bouillon;6830;497.955.730.000;50.681.140.000
Luxembourg;Chassepierre;6824;497.072.120.000;52.623.530.000
Luxembourg;Villers-devant-Orval;6823;496.189.000.000;53.313.620.000
Luxembourg;Lacuisine;6821;497.160.140.000;53.180.360.000
Luxembourg;Sainte-Cécile;6820;497.288.170.000;52.417.770.000
Luxembourg;Muno;6820;497.166.640.000;51.757.760.000
Luxembourg;Fontenoille;6820;497.151.320.000;52.342.520.000
Luxembourg;Florenville;6820;497.000.210.000;53.112.040.000
Luxembourg;Termes;6813;497.065.870.000;54.572.660.000
Luxembourg;Suxy;6812;497.646.450.000;54.008.160.000
Luxembourg;Les Bulles;6811;497.047.550.000;54.237.340.000
Luxembourg;Jamoigne;6810;496.964.880.000;54.217.190.000
Luxembourg;Izel;6810;496.938.070.000;53.739.430.000
Luxembourg;Chiny;6810;497.386.280.000;53.414.860.000
Luxembourg;Saint-Pierre;6800;499.037.900.000;53.873.880.000
Luxembourg;Sainte-Marie-Chevigny;6800;499.234.310.000;54.571.420.000
Luxembourg;Remagne;6800;499.766.660.000;54.934.000.000
Luxembourg;Recogne;6800;499.116.760.000;53.602.980.000
Luxembourg;Moircy;6800;499.900.020.000;54.670.880.000
Luxembourg;Libramont-Chevigny;6800;499.185.320.000;53.746.260.000
Luxembourg;Libramont;6800;499.185.320.000;53.746.260.000
Luxembourg;Freux;6800;499.694.960.000;54.478.420.000
Luxembourg;Bras;6800;499.834.750.000;58.199.910.000
Luxembourg;Rachecourt;6792;495.912.690.000;57.266.370.000
Luxembourg;Halanzy;6792;495.598.860.000;57.427.060.000
Luxembourg;Athus;6791;495.628.240.000;58.366.430.000
Luxembourg;Aubange;6790;495.699.290.000;58.063.180.000
Luxembourg;Habergy;6782;496.144.920.000;57.598.940.000
Luxembourg;Sélange;6781;496.099.380.000;58.500.930.000
Luxembourg;Wolkrange;6780;496.335.170.000;57.997.390.000
Luxembourg;Messancy;6780;495.922.040.000;58.152.460.000
Luxembourg;Hondelange;6780;496.324.880.000;58.323.380.000
Luxembourg;Villers-la-Loue;6769;495.747.540.000;54.828.820.000
Luxembourg;Sommethonne;6769;495.781.680.000;54.465.050.000
Luxembourg;Robelmont;6769;495.951.700.000;55.084.400.000
Luxembourg;Meix-devant-Virton;6769;496.045.190.000;54.810.940.000
Luxembourg;Gérouville;6769;496.193.860.000;54.255.080.000
Luxembourg;Torgny;6767;495.072.830.000;54.757.520.000
Luxembourg;Rouvroy;6767;495.385.120.000;54.910.640.000
Luxembourg;Lamorteau;6767;495.262.350.000;54.792.010.000
Luxembourg;Harnoncourt;6767;495.343.330.000;55.006.110.000
Luxembourg;Dampicourt;6767;495.530.730.000;54.983.080.000
Luxembourg;Saint-Mard;6762;495.550.680.000;55.310.190.000
Luxembourg;Latour;6761;495.576.390.000;55.698.210.000
Luxembourg;Virton;6760;495.675.110.000;55.323.140.000
Luxembourg;Ruette;6760;495.382.090.000;55.924.540.000
Luxembourg;Ethe;6760;495.799.360.000;55.794.340.000
Luxembourg;Bleid;6760;495.695.440.000;56.272.350.000
Luxembourg;Signeulx;6750;495.522.220.000;56.386.340.000
Luxembourg;Mussy-la-Ville;6750;495.698.010.000;56.607.940.000
Luxembourg;Musson;6750;495.588.620.000;57.057.750.000;,
Luxembourg;Saint-Léger, Luxembourg;6747;496.111.030.000;56.546.440.000;
Luxembourg;Meix-le-Tige;6747;496.165.620.000;57.201.630.000;,
Luxembourg;Châtillon;6747;496.247.720.000;56.985.480.000;,
Luxembourg;Buzenol;6743;496.473.100.000;55.956.380.000;,
Luxembourg;Chantemelle;6742;496.527.800.000;56.517.210.000;,
Luxembourg;Vance;6741;496.701.820.000;56.677.110.000;,
Luxembourg;Villers-sur-Semois;6740;496.997.420.000;55.606.030.000;,
Luxembourg;Sainte-Marie-sur-Semois;6740;496.724.410.000;55.632.460.000;,
Luxembourg;Etalle;6740;496.743.410.000;56.012.000.000;,
Luxembourg;Tintigny;6730;496.837.150.000;55.135.390.000;,
Luxembourg;Saint-Vincent;6730;496.772.520.000;54.750.840.000;,
Luxembourg;Rossignol;6730;497.173.460.000;54.849.400.000;,
Luxembourg;Bellefontaine, Luxembourg;6730;496.658.060.000;54.970.380.000;
Luxembourg;Rulles;6724;497.169.830.000;55.598.880.000;,
Luxembourg;Marbehan, Luxembourg;6724;497.261.300.000;55.359.060.000;
Luxembourg;Houdemont;6724;497.184.540.000;55.832.580.000
Luxembourg;Habay-la-Vieille;6723;497.235.640.000;56.193.380.000
Luxembourg;Anlier;6721;497.713.060.000;56.199.750.000
Luxembourg;Hachy;6720;497.013.390.000;56.806.620.000
Luxembourg;Habay-la-Neuve;6720;497.295.760.000;56.486.350.000
Luxembourg;Habay;6720;497.310.410.000;56.444.300.000
Luxembourg;Tontelange;6717;497.265.170.000;58.089.700.000
Luxembourg;Thiaumont;6717;497.162.290.000;57.305.050.000
Luxembourg;Nothomb;6717;497.708.970.000;57.876.060.000
Luxembourg;Nobressart;6717;497.396.350.000;57.187.650.000
Luxembourg;Attert;6717;497.508.360.000;57.884.450.000
Luxembourg;Autelbas;6706;496.500.890.000;58.707.550.000
Luxembourg;Guirsch;6704;497.177.540.000;58.518.800.000
Luxembourg;Toernich;6700;496.521.260.000;57.781.760.000
Luxembourg;Heinsch;6700;496.989.080.000;57.436.740.000
Luxembourg;Bonnert;6700;497.109.450.000;58.184.410.000
Luxembourg;Arlon;6700;496.843.570.000;58.168.220.000;,
Luxembourg;Grand-Halleux;6698;503.253.000.000;59.077.570.000;,
Luxembourg;Petit-Thier;6692;503.073.890.000;59.669.910.000;,
Luxembourg;Vielsalm;6690;502.863.050.000;59.152.200.000;,
Luxembourg;Bihain;6690;502.385.430.000;58.050.120.000;,
Luxembourg;Longchamps, Luxembourg;6688;500.536.040.000;56.905.730.000;
Luxembourg;Bertogne;6687;500.849.350.000;56.681.520.000;,
Luxembourg;Flamierge;6686;500.330.270.000;56.027.020.000;,
Luxembourg;Lavacherie;6681;500.529.440.000;55.112.050.000;,
Luxembourg;Tillet;6680;500.104.190.000;55.297.220.000;,
Luxembourg;Sainte-Ode;6680;500.167.280.000;55.221.300.000;,
Luxembourg;Amberloup;6680;500.282.560.000;55.250.490.000;,
Luxembourg;Montleban;6674;501.886.590.000;58.368.100.000;,
Luxembourg;Cherain;6673;501.806.190.000;58.651.410.000;,
Luxembourg;Beho;6672;502.210.900.000;59.981.450.000;,
Luxembourg;Bovigny;6671;502.251.190.000;59.178.080.000;,
Luxembourg;Limerlé;6670;501.577.100.000;59.240.990.000;,
Luxembourg;Gouvy;6670;501.856.070.000;59.426.260.000;,
Luxembourg;Wibrin;6666;501.663.610.000;57.184.010.000;,
Luxembourg;Mabompré;6663;500.987.220.000;57.380.420.000;,
Luxembourg;Tavigny;6662;501.084.270.000;58.378.640.000;,
Luxembourg;Tailles;6661;502.273.880.000;57.437.510.000;,
Luxembourg;Mont, Luxembourg;6661;501.537.400.000;57.676.990.000;
Luxembourg;Nadrin;6660;501.581.730.000;56.843.160.000;,
Luxembourg;Houffalize;6660;501.331.710.000;57.889.030.000;,
Luxembourg;Juseret;6642;498.796.580.000;55.491.430.000;,
Luxembourg;Vaux-sur-Sûre;6640;499.109.440.000;55.722.760.000;,
Luxembourg;Vaux-lez-Rosières;6640;499.102.790.000;55.659.050.000;,
Luxembourg;Sibret;6640;499.714.060.000;56.354.190.000;,
Luxembourg;Nives;6640;499.126.560.000;56.016.100.000;,
Luxembourg;Morhet;6640;499.635.600.000;55.842.660.000;,
Luxembourg;Hompré;6640;499.440.780.000;56.858.060.000;,
Luxembourg;Tintange;6637;498.787.000.000;57.518.160.000;,
Luxembourg;Hollange;6637;499.066.190.000;56.871.690.000;,
Luxembourg;Fauvillers;6637;498.514.130.000;56.640.270.000;,
Luxembourg;Martelange;6630;498.323.120.000;57.405.140.000;,
Luxembourg;Wardin;6600;499.911.620.000;57.883.720.000;,
Luxembourg;Villers-la-Bonne-Eau;6600;499.340.030.000;57.479.370.000;,
Luxembourg;Noville, Luxembourg;6600;500.635.750.000;57.605.770.000;
Luxembourg;Longvilly;6600;500.250.440.000;58.359.800.000;,
Luxembourg;Bastogne;6600;500.055.340.000;57.214.880.000;,
Brabant Wallon;Villers-la-Ville;1495;505.774.370.000;45.302.930.000;,
Brabant Wallon;Tilly;1495;505.608.130.000;45.516.290.000;,
Brabant Wallon;Sart-Dames-Avelines;1495;505.683.680.000;44.917.060.000;,
Brabant Wallon;Mellery;1495;505.827.020.000;45.696.060.000;,
Brabant Wallon;Marbais (Br.W.);1495;505.453.900.000;45.334.330.000;,
Brabant Wallon;Court-Saint-Etienne;1490;506.423.010.000;45.683.100.000;,
Brabant Wallon;Tubize;1480;506.934.700.000;42.043.040.000;,
Brabant Wallon;Saintes;1480;507.038.090.000;41.606.220.000
Brabant Wallon;Oisquercq;1480;506.698.900.000;42.194.550.000
Brabant Wallon;Clabecq;1480;506.898.380.000;42.217.970.000
Brabant Wallon;Houtain-le-Val;1476;505.814.390.000;44.158.570.000
Brabant Wallon;Ways;1474;506.103.690.000;44.621.630.000
Brabant Wallon;Glabais;1473;506.303.370.000;44.532.360.000
Brabant Wallon;Vieux-Genappe;1472;506.082.990.000;44.411.650.000
Brabant Wallon;Loupoigne;1471;505.979.400.000;44.423.380.000
Brabant Wallon;Genappe;1470;506.110.390.000;44.507.230.000
Brabant Wallon;Bousval;1470;506.161.590.000;45.084.790.000
Brabant Wallon;Baisy-Thy;1470;505.937.470.000;44.653.570.000
Brabant Wallon;Haut-Ittre;1461;506.524.170.000;42.988.380.000
Brabant Wallon;Virginal-Samme;1460;506.409.940.000;42.110.420.000
Brabant Wallon;Ittre;1460;506.502.350.000;42.638.330.000
Brabant Wallon;Walhain-Saint-Paul;1457;506.178.870.000;46.952.470.000
Brabant Wallon;Walhain;1457;506.173.550.000;46.978.020.000
Brabant Wallon;Tourinnes-Saint-Lambert;1457;506.398.420.000;47.203.220.000
Brabant Wallon;Nil-Saint-Vincent-Saint-Martin;1457;506.398.880.000;46.735.160.000
Brabant Wallon;Saint-Géry;1450;505.801.680.000;46.117.510.000
Brabant Wallon;Gentinnes;1450;505.813.080.000;46.028.740.000
Brabant Wallon;Cortil-Noirmont;1450;505.871.740.000;46.401.580.000
Brabant Wallon;Chastre-Villeroux-Blanmont;1450;506.206.000.000;46.361.830.000
Brabant Wallon;Chastre;1450;506.080.820.000;46.376.380.000
Brabant Wallon;Wauthier-Braine;1440;506.802.360.000;42.987.220.000
Brabant Wallon;Braine-le-Château;1440;506.820.740.000;42.664.240.000
Brabant Wallon;Mont-Saint-Guibert;1435;506.341.520.000;46.106.300.000
Brabant Wallon;Hévillers;1435;506.223.580.000;46.168.890.000
Brabant Wallon;Corbais;1435;506.458.580.000;46.551.780.000
Brabant Wallon;Rebecq-Rognon;1430;506.651.430.000;41.331.590.000
Brabant Wallon;Rebecq;1430;506.656.250.000;41.321.620.000
Brabant Wallon;Quenast;1430;506.717.550.000;41.561.970.000
Brabant Wallon;Bierghes;1430;506.958.940.000;41.195.050.000
Brabant Wallon;Lillois-Witterzée;1428;506.453.630.000;43.615.380.000;
Brabant Wallon;Ophain-Bois-Seigneur-Isaac;1421;506.659.510.000;43.479.680.000;
Brabant Wallon;Braine-l&#039;Alleud;1420;506.825.350.000;43.701.980.000
Brabant Wallon;Waterloo;1410;507.173.410.000;43.967.490.000;
Brabant Wallon;Bornival;1404;506.018.410.000;42.761.700.000;
Brabant Wallon;Thines;1402;505.973.560.000;43.683.520.000;
Brabant Wallon;Baulers;1401;506.131.560.000;43.522.790.000;
Brabant Wallon;Nivelles;1400;505.970.930.000;43.232.320.000;
Brabant Wallon;Monstreux;1400;505.980.610.000;42.887.580.000;
Brabant Wallon;Nethen;1390;507.837.560.000;46.740.570.000;
Brabant Wallon;Grez-Doiceau;1390;507.382.610.000;46.960.590.000;
Brabant Wallon;Bossut-Gottechain;1390;507.613.900.000;46.952.210.000;
Brabant Wallon;Biez;1390;507.268.250.000;47.037.280.000;
Brabant Wallon;Archennes;1390;507.514.440.000;46.717.930.000;
Brabant Wallon;Plancenoit;1380;506.605.080.000;44.297.570.000;
Brabant Wallon;Ohain;1380;506.960.310.000;44.706.060.000;
Brabant Wallon;Maransart;1380;506.602.940.000;44.617.250.000
Brabant Wallon;Lasne-Chapelle-Saint-Lambert;1380;506.924.200.000;45.015.960.000
Brabant Wallon;Lasne;1380;506.865.150.000;44.843.200.000
Brabant Wallon;Couture-Saint-Germain;1380;506.739.910.000;44.784.140.000
Brabant Wallon;Zétrud-Lumay;1370;507.585.590.000;48.869.490.000
Brabant Wallon;Saint-Remy-Geest;1370;507.465.730.000;48.587.550.000
Brabant Wallon;Saint-Jean-Geest;1370;507.396.630.000;48.954.760.000
Brabant Wallon;Piétrain;1370;507.258.730.000;49.173.800.000
Brabant Wallon;Mélin;1370;507.402.650.000;48.282.830.000
Brabant Wallon;Lathuy;1370;507.231.570.000;48.237.610.000
Brabant Wallon;Jodoigne-Souveraine;1370;507.079.250.000;48.422.150.000
Brabant Wallon;Jodoigne;1370;507.231.910.000;48.637.670.000
Brabant Wallon;Jauchelette;1370;506.866.590.000;48.434.320.000
Brabant Wallon;Dongelberg;1370;507.027.950.000;48.196.520.000
Brabant Wallon;Ramillies-Offus;1367;506.363.660.000;49.149.780.000
Brabant Wallon;Mont-Saint-André;1367;506.551.100.000;48.632.190.000
Brabant Wallon;Huppaye;1367;506.920.850.000;48.924.420.000
Brabant Wallon;Grand-Rosière-Hottomont;1367;506.324.170.000;48.671.680.000
Brabant Wallon;Gérompont;1367;506.469.310.000;48.802.620.000
Brabant Wallon;Geest-Gérompont-Petit-Rosière;1367;506.436.340.000;48.604.310.000
Brabant Wallon;Bomal (Br.W.);1367;506.680.410.000;48.739.730.000
Brabant Wallon;Autre-Eglise;1367;506.633.360.000;49.242.890.000
Brabant Wallon;Thorembais-Saint-Trond;1360;506.356.330.000;47.841.770.000
Brabant Wallon;Thorembais-les-Béguines;1360;506.584.840.000;48.178.970.000
Brabant Wallon;Perwez;1360;506.223.780.000;48.120.010.000
Brabant Wallon;Orbais;1360;506.375.770.000;47.632.030.000
Brabant Wallon;Malèves-Sainte-Marie-Wastines;1360;506.583.280.000;47.919.990.000
Brabant Wallon;Opheylissem;1357;507.482.130.000;49.782.550.000
Brabant Wallon;Neerheylissem;1357;507.569.260.000;49.881.790.000
Brabant Wallon;Linsmeau;1357;507.331.090.000;50.033.500.000
Brabant Wallon;Hélécine;1357;507.467.900.000;49.727.570.000
Brabant Wallon;Orp-le-Grand;1350;507.035.040.000;49.905.150.000
Brabant Wallon;Orp-Jauche;1350;506.817.730.000;49.547.420.000
Brabant Wallon;Noduwez;1350;507.289.430.000;49.641.110.000
Brabant Wallon;Marilles;1350;507.071.530.000;49.526.980.000
Brabant Wallon;Jauche;1350;506.817.730.000;49.547.420.000
Brabant Wallon;Jandrain-Jandrenouille;1350;506.571.750.000;49.789.420.000
Brabant Wallon;Folx-les-Caves;1350;506.616.030.000;49.368.630.000
Brabant Wallon;Enines;1350;506.947.060.000;49.259.890.000
Brabant Wallon;Louvain-la-Neuve;1348;506.696.030.000;46.112.110.000
Brabant Wallon;Limelette;1342;506.805.110.000;45.729.090.000
Brabant Wallon;Céroux-Mousty;1341;506.602.290.000;45.139.970.000
Brabant Wallon;Ottignies-Louvain-la-Neuve;1340;506.696.030.000;46.112.110.000
Brabant Wallon;Ottignies;1340;506.658.960.000;45.670.950.000
Brabant Wallon;Genval;1332;507.244.120.000;45.151.600.000
Brabant Wallon;Rosières;1331;507.346.160.000;45.524.050.000
Brabant Wallon;Rixensart;1330;507.147.730.000;45.358.930.000
Brabant Wallon;Longueville;1325;507.026.150.000;47.391.610.000
Brabant Wallon;Dion-Valmont;1325;507.162.660.000;46.614.570.000;
Brabant Wallon;Corroy-le-Grand;1325;506.613.600.000;46.756.780.000;
Brabant Wallon;Chaumont-Gistoux;1325;506.843.350.000;46.945.320.000;
Brabant Wallon;Bonlez;1325;507.018.870.000;46.894.630.000;
Brabant Wallon;Tourinnes-la-Grosse;1320;507.783.540.000;47.464.120.000;
Brabant Wallon;Nodebais;1320;507.730.710.000;47.335.650.000;
Brabant Wallon;l&#039;Ecluse;1320;507.718.830.000;48.318.930.000
Brabant Wallon;Hamme-Mille;1320;507.793.200.000;47.196.470.000;
Brabant Wallon;Beauvechain;1320;507.802.280.000;47.725.400.000;
Brabant Wallon;Roux-Miroir;1315;507.105.500.000;47.838.570.000;
Brabant Wallon;Piétrebais;1315;507.320.590.000;47.481.670.000;
Brabant Wallon;Opprebais;1315;506.816.940.000;47.954.860.000;
Brabant Wallon;Incourt;1315;506.922.220.000;47.982.850.000;
Brabant Wallon;Glimes;1315;506.798.190.000;48.381.830.000;
Brabant Wallon;La Hulpe;1310;507.307.280.000;44.920.230.000;
Brabant Wallon;Bierges;1301;507.111.840.000;45.887.280.000;
Brabant Wallon;Wavre;1300;507.168.830.000;46.107.150.000;,
Brabant Wallon;Limal;1300;506.936.350.000;45.740.380.000;,
Li?;Lierneux;4990;502.836.590.000;57.945.880.000;,
Li?;Bra;4990;503.238.890.000;57.321.890.000;,
Li?;Arbrefontaine;4990;503.001.690.000;58.347.890.000;,
Li?;Stoumont;4987;504.068.710.000;58.085.990.000;,
Li?;Rahier;4987;503.859.040.000;57.785.440.000;,
Li?;Lorcé;4987;504.170.230.000;57.346.060.000;,
Li?;La Gleize;4987;504.103.780.000;58.463.100.000;,
Li?;Chevron;4987;503.813.900.000;57.303.600.000;,
Li?;Basse-Bodeux;4983;503.592.840.000;58.250.900.000;,
Li?;Wanne;4980;503.550.570.000;59.216.760.000;,
Li?;Trois-Ponts;4980;503.712.950.000;58.704.040.000;,
Li?;Fosse, Liege;4980;503.411.390.000;58.411.760.000;
Li?;Stavelot;4970;503.941.810.000;59.290.000.000;,
Li?;Francorchamps;4970;504.539.270.000;59.500.160.000;,
Li?;Malmedy;4960;504.254.170.000;60.332.140.000
Li?;Bevercé;4960;504.417.350.000;60.388.620.000
Li?;Bellevaux-Ligneuville;4960;503.741.310.000;60.564.510.000
Li?;Waimes/Weismes;4950;504.153.540.000;61.114.200.000
Li?;Sourbrodt;4950;504.726.620.000;61.193.100.000
Li?;Robertville;4950;504.537.160.000;61.221.380.000
Li?;Faymonville;4950;504.046.730.000;61.389.170.000
Li?;Sougné-Remouchamps;4920;504.824.780.000;57.054.280.000
Li?;Harzé;4920;504.405.510.000;56.671.020.000
Li?;Ernonheid;4920;504.022.330.000;56.663.160.000
Li?;Aywaille;4920;504.736.490.000;56.751.820.000
Li?;Theux;4910;505.355.800.000;58.131.340.000
Li?;Polleur;4910;505.390.310.000;58.806.630.000
Li?;La Reid;4910;504.893.880.000;57.905.240.000
Li?;Spa;4900;504.923.870.000;58.632.190.000
Li?;Thimister-Clermont;4890;506.536.030.000;58.638.450.000
Li?;Thimister;4890;506.536.030.000;58.638.450.000;,
Li?;Clermont, Liege;4890;506.590.530.000;58.845.630.000;
Li?;Aubel;4880;507.045.920.000;58.582.650.000;,
Li?;Olne;4877;505.907.000.000;57.489.980.000;,
Li?;Trooz;4870;505.698.550.000;56.946.840.000;,
Li?;Nessonvaux;4870;505.749.150.000;57.349.580.000;,
Li?;Fraipont;4870;505.635.310.000;57.491.550.000;,
Li?;Forêt;4870;505.842.260.000;57.002.980.000;,
Li?;Soiron;4861;505.920.780.000;57.909.720.000;,
Li?;Wegnez;4860;505.788.610.000;58.166.460.000;,
Li?;Pepinster;4860;505.666.380.000;58.033.950.000;,
Li?;Cornesse;4860;505.746.950.000;57.909.720.000;,
Li?;Hombourg;4852;507.233.460.000;59.199.850.000;,
Li?;Sippenaeken;4851;507.507.870.000;59.334.790.000;,
Li?;Gemmenich;4851;507.465.520.000;59.945.260.000;,
Li?;Plombières;4850;507.367.780.000;59.615.830.000;,
Li?;Moresnet;4850;507.212.010.000;59.891.110.000;,
Li?;Montzen;4850;507.077.480.000;59.619.920.000;,
Li?;Sart-lez-Spa;4845;505.170.270.000;59.336.880.000;,
Li?;Jalhay;4845;505.586.330.000;59.646.660.000;,
Li?;Henri-Chapelle;4841;506.767.640.000;59.319.220.000;,
Li?;Welkenraedt;4840;506.603.780.000;59.705.380.000;,
Li?;Membach;4837;506.191.080.000;59.948.930.000;,
Li?;Baelen, Liege;4837;506.308.880.000;59.703.450.000;
Li?;Goé;4834;506.064.460.000;59.559.640.000;,
Li?;Bilstain;4831;506.244.220.000;59.198.610.000;,
Li?;Limbourg;4830;506.124.300.000;59.409.570.000;,
Li?;Andrimont;4821;506.141.680.000;58.823.430.000;,
Li?;Dison;4820;506.102.490.000;58.538.260.000;,
Li?;Heusy;4802;505.766.760.000;58.657.700.000;,
Li?;Stembert;4801;505.921.710.000;58.927.310.000;,
Li?;Verviers;4800;505.923.690.000;58.612.510.000;,
Li?;Petit-Rechain;4800;506.148.360.000;58.342.660.000
Li?;Lambermont;4800;505.906.090.000;58.318.130.000
Li?;Ensival;4800;505.807.650.000;58.419.450.000
Li?;Thommen;4791;502.188.910.000;60.732.090.000
Li?;Reuland;4790;501.968.360.000;61.335.770.000
Li?;Burg-Reuland;4790;501.968.360.000;61.335.770.000
Li?;Crombach;4784;502.593.690.000;60.688.810.000
Li?;Lommersweiler;4783;502.391.720.000;61.649.260.000
Li?;Schönberg/Schoenberg;4782;502.893.760.000;62.646.880.000
Li?;Sankt Vith/Saint-Vith;4780;502.914.260.000;61.436.700.000
Li?;Recht;4780;503.347.590.000;60.429.530.000
Li?;Heppenbach;4771;503.628.170.000;62.185.080.000
Li?;Meyerode;4770;503.292.360.000;61.887.160.000
Li?;Amel/Amblève;4770;503.542.440.000;61.693.830.000
Li?;Rocherath;4761;504.317.930.000;62.959.520.000
Li?;Manderfeld;4760;503.302.460.000;63.411.020.000
Li?;Büllingen/Bullange;4760;504.074.100.000;62.576.350.000
Li?;Elsenborn;4750;504.576.120.000;62.200.290.000
Li?;Bütgenbach/Butgenbach;4750;504.272.980.000;62.054.320.000
Li?;Eynatten;4731;506.932.680.000;60.826.300.000
Li?;Raeren;4730;506.757.240.000;61.111.440.000
Li?;Hauset;4730;507.082.800.000;60.706.530.000
Li?;Hergenrath;4728;507.095.630.000;60.308.440.000
Li?;Neu-Moresnet;4721;507.197.680.000;60.225.110.000
Li?;Kelmis/La Calamine;4720;507.160.930.000;60.141.830.000
Li?;Walhorn;4711;506.748.540.000;60.454.350.000
Li?;Lontzen;4710;506.803.150.000;60.079.200.000
Li?;Kettenis;4701;506.459.280.000;60.460.500.000
Li?;Eupen;4700;506.305.470.000;60.319.460.000
Li?;Wonck;4690;507.680.390.000;56.351.160.000
Li?;Roclenge-sur-Geer;4690;507.565.950.000;55.925.220.000
Li?;Glons;4690;507.514.670.000;55.461.330.000
Li?;Eben-Emael;4690;507.944.910.000;56.666.250.000;,
Li?;Boirs;4690;507.509.170.000;55.800.620.000;,
Li?;Bassenge;4690;507.590.790.000;56.098.260.000;,
Li?;Haccourt;4684;507.336.170.000;56.666.690.000;,
Li?;Vivegnis;4683;506.976.500.000;56.526.890.000;,
Li?;Houtain-Saint-Siméon;4682;507.390.940.000;56.096.100.000;,
Li?;Heure-le-Romain;4682;507.312.350.000;56.281.960.000;,
Li?;Hermalle-sous-Argenteau;4681;507.108.950.000;56.798.150.000;,
Li?;Oupeye;4680;507.102.910.000;56.449.120.000;,
Li?;Hermée;4680;507.080.480.000;56.181.650.000;,
Li?;Saint-Remy, Liege;4672;506.955.770.000;57.007.260.000;
Li?;Saive;4671;506.528.460.000;56.818.220.000;,
Li?;Housse;4671;506.788.980.000;56.932.580.000;,
Li?;Barchon;4671;506.681.300.000;56.967.600.000;,
Li?;Trembleur;4670;506.953.790.000;57.264.810.000;,
Li?;Mortier;4670;506.823.450.000;57.429.220.000;,
Li?;Blégny;4670;506.723.800.000;57.249.910.000
Li?;Charneux;4654;506.691.700.000;58.042.870.000
Li?;Bolland;4653;506.613.420.000;57.598.440.000
Li?;Xhendelesse;4652;506.033.540.000;57.686.850.000
Li?;Battice;4651;506.474.960.000;58.218.940.000
Li?;Julémont;4650;506.863.440.000;57.720.630.000
Li?;Herve;4650;506.393.770.000;57.941.450.000
Li?;Grand-Rechain;4650;506.078.380.000;58.115.680.000
Li?;Chaineux;4650;506.318.830.000;58.341.000.000
Li?;Melen;4633;506.465.320.000;57.367.370.000
Li?;Cérexhe-Heuseux;4632;506.506.010.000;57.283.010.000
Li?;Evegnée;4631;506.419.900.000;57.073.780.000
Li?;Tignée;4630;506.496.710.000;57.048.590.000
Li?;Soumagne;4630;506.119.120.000;57.476.240.000
Li?;Micheroux;4630;506.267.040.000;57.215.820.000
Li?;Ayeneux;4630;506.087.240.000;57.139.990.000
Li?;Romsée;4624;506.106.190.000;56.653.090.000;,
Li?;Magnée;4623;506.028.710.000;56.819.000.000;,
Li?;Retinne;4621;506.350.870.000;56.965.200.000;,
Li?;Fléron;4620;506.206.960.000;56.862.930.000;,
Li?;Queue-du-Bois;4610;506.374.130.000;56.787.280.000;,
